Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
2013,70000,2,0,1,17.88,1405,48.21,5,1.8
2016,37540,1,0,1,18.6,1197,81.86,5,6.22
2014,44000,1,1,1,23.1,998,67.04,5,4.3
2017,22500,1,0,1,18.9,1197,81.86,5,5.99
2017,17431,1,0,1,18.6,1197,81.83,5,6
2014,61566,1,0,1,17.1,1591,121.3,5,5.85
2014,61730,2,1,1,12.39,2179,147.51,5,19.94
2009,68000,1,0,1,16.1,1298,88.2,5,2.9
2014,29000,1,0,1,18,1198,86.7,5,4.25
2010,156210,2,0,1,21.43,1364,87.2,5,5.99
2013,46500,2,0,1,27.4,1498,98.6,5,3.3
2009,52830,2,1,2,16.77,2967,241.38,5,8.08
2017,39867,1,0,1,22.5,998,67.04,5,4.5
2014,58972,2,0,1,24.2,1498,98.6,7,6.5
2006,66000,1,1,2,10.1,2354,152,5,3.9
2013,52000,1,0,1,17.1,1591,121.3,5,5.25
2014,58000,2,1,1,11.72,2199,194.3,7,17
2012,58000,1,1,1,16.95,1197,78.9,5,3.5
2008,75000,2,0,2,17.7,1399,68,5,3
2015,41008,1,0,2,20.36,1197,78.9,5,4.87
2014,65000,2,0,1,24.4,1120,71,5,6
2015,19000,2,1,1,18.19,1968,174.5,5,15.5
2008,74000,1,0,2,16.6,1388,68,5,1.6
2017,33000,1,1,1,21.4,1197,83.1,5,7.25
2010,95000,2,0,2,17,1896,105,5,3.25
2012,34000,2,0,1,20.64,1498,108.5,5,3.4
2014,102865,2,1,1,12.07,2967,241.4,7,30.5
2016,52378,1,0,1,17,1591,121.3,5,7.97
2012,38000,2,1,1,14.84,2143,170,5,13.51
2015,60334,2,0,1,25.8,1498,98.6,5,5.43
2010,107000,1,0,1,16.6,1388,68,5,2.6
2013,445000,1,0,1,18.5,1197,82.9,5,4.45
2017,2196,1,0,1,22.74,796,47.3,5,2.75
2010,24000,1,1,1,10.6,2996,258,5,8.75
2015,44846,1,0,2,14.6,1368,88.7,5,5.41
2018,64035,2,1,1,28.4,1248,73.75,5,8.55
2014,45600,2,0,1,15.1,2179,140,7,8.25
2014,102001,2,1,1,11.1,2400,200,7,23.58
2014,47439,1,0,1,20.36,1197,78.9,5,4.49
2010,193254,2,0,1,11.5,2982,171,7,12.99
2016,29000,1,1,1,21.9,624,37.48,4,2.8
2016,51681,2,0,1,19.98,1461,108.5,8,8.43
2015,50000,2,1,1,12.07,2967,241.4,7,47.5
2016,42666,1,1,1,18,1497,117.3,5,8.95
2013,65000,2,0,2,19.01,1461,108.45,5,5.5
2014,18776,1,0,1,17.8,1198,86.7,5,4.75
2016,6714,1,0,1,18,1198,86.7,5,4.75
2009,40000,1,1,2,12.05,1995,154,5,9.5
2011,88539,2,0,1,23.2,1248,73.94,5,3.77
2012,65055,1,0,2,17,1497,118,5,4.25
2014,23000,2,1,1,18.88,1995,184,5,19.9
2009,60000,2,0,1,15,1896,105,5,4
2013,59350,1,0,1,19.1,1197,85.8,5,4.16
2015,19000,2,1,2,16.36,2179,187.7,5,38
2016,45560,1,1,1,16.9,1197,82,5,6.34
2009,118000,2,0,1,12.8,2494,102,8,4.5
2016,55000,1,0,1,15.1,1196,73,7,3.75
2012,60000,2,1,2,15.2,1968,140.8,5,10.2
2007,145000,2,0,1,12.8,2494,102,8,5
2008,46810,1,0,1,9.8,1995,163.5,5,3.95
2016,62767,2,0,1,20.34,1498,103.2,5,9.75
2018,18553,1,0,1,18.6,1197,81.86,5,7.93
2011,143143,2,0,1,17.8,1399,67,5,2.1
2015,53497,2,0,1,13.5,2477,175.56,7,16.42
2011,148000,2,0,2,14.66,2199,194.3,7,8.9
2012,95000,2,0,1,15.1,2179,140,7,7.21
2015,100000,2,0,1,12.8,2494,102,8,13.5
2016,29000,2,1,1,11.57,2987,254.79,5,65
2014,87000,2,0,1,12.05,2179,120,7,7.4
2014,56838,1,1,1,16.8,1497,118,5,5.15
2013,100000,2,1,1,12,2987,224,7,32
2011,125000,1,0,1,17,1497,118,5,3.25
2017,17000,1,1,1,22.5,998,67,5,3.95
2013,70000,1,0,2,15.4,1193,65,5,1.5
2010,50000,1,0,2,17,1197,80,5,3
2010,39800,1,0,1,16,1198,90,5,1.99
2010,60000,1,0,1,19,998,66.1,5,1.35
2009,58000,2,1,1,16.07,1995,181,5,13.5
2010,110009,2,0,1,17.67,1968,138.08,5,6.99
2013,85000,2,0,1,19.01,1461,108.5,5,8.5
2010,84000,2,0,2,22.07,1199,73.9,5,2.89
2011,51000,2,1,1,22.69,1995,190,5,10.5
2013,68880,1,0,1,16.95,1498,97.7,5,3.97
2017,5500,1,1,1,24.07,998,67.1,5,4.25
2016,40052,1,0,1,21.1,1197,85.8,5,6.17
2016,47293,2,1,1,14.16,1968,174.3,5,38.72
2013,79663,2,0,1,16.8,1493,110,5,6.5
2013,63000,2,0,2,25.8,1498,98.6,5,4.25
2014,45000,2,0,1,26,1498,98.6,5,4.75
2014,56501,2,1,1,12.9,2755,174.5,7,17.71
2015,58000,2,0,1,20.34,1498,103.2,5,5.85
2011,51602,2,1,1,22.48,1995,190,5,17.27
2007,74199,2,1,1,16.07,1995,181,5,9.25
2017,25000,1,1,1,13,1591,121.3,5,12.75
2016,70000,2,1,2,21.76,1995,190,5,27
2013,25000,2,1,2,14.84,2143,167.62,5,21
2017,22000,2,0,1,26.59,1248,74,5,7.95
2015,47020,1,0,2,23.1,998,67.04,5,4.5
2017,8000,2,1,1,19.59,1995,187.74,5,33.75
2010,73000,2,1,1,11.33,4134,335.2,7,17.51
2017,36973,1,0,1,18.2,1199,88.7,5,6.8
2014,42083,1,0,1,25.4,624,37.48,4,1.68
2016,61000,1,0,1,24.7,796,47.3,5,2.9
2014,43628,1,0,1,22.5,998,67.04,5,3.16
2014,60000,2,0,1,24.4,1120,71,5,3.9
2010,54000,1,0,2,17.8,1199,76.8,5,1.95
2015,27001,2,1,1,16.36,2179,187.7,5,26.52
2010,52000,2,1,1,18.33,1968,167.7,5,9
2012,80000,2,0,1,21.27,1396,88.76,5,4.5
2008,160000,2,0,1,10.5,2835,107.2,6,8.75
2018,3300,2,1,1,24.3,1248,88.5,5,11.5
2016,35027,1,0,1,24.07,998,67.1,5,3
2015,26568,1,0,1,21.1,814,55.2,5,3.79
2015,59000,2,0,1,28.09,1248,88.5,5,6
2016,51000,2,0,1,19.67,1582,126.2,5,13.25
2012,56400,2,1,1,17.2,1968,138.1,5,8
2015,80000,2,0,1,20.14,1498,88.8,5,5.8
2013,107000,2,0,2,12.99,2494,100.6,7,13.5
2014,100000,2,1,1,14.21,2143,203,5,25
2016,59998,2,0,1,20.14,1498,88.8,5,5.49
2013,105000,2,1,1,17.32,1968,150,5,19
2011,36000,1,0,1,18.5,1197,80,5,2.5
2015,24350,1,0,2,19.81,1086,68.05,5,3
2018,28973,2,0,1,24.7,1047,69,5,6.64
2017,8243,1,0,1,21.1,814,55.2,5,3.21
2009,136642,1,0,2,17.92,1086,62.1,5,1.55
2011,60000,1,0,1,17.92,1086,62.1,5,2.59
2008,100000,2,0,2,12.7,2609,120,8,4
2010,48689,1,0,1,17.4,1497,117.3,5,3.87
2017,45000,2,0,1,24.3,1248,88.5,5,9.75
2019,38163,2,1,1,17.11,1968,174.33,5,32.91
2011,43800,2,1,2,14.21,2143,203,5,16.75
2007,92000,1,0,1,13.5,1799,130,5,1.9
2017,14064,1,0,1,18.6,1197,81.83,5,6.59
2017,42366,2,1,1,15.73,1968,174.33,5,31.93
2014,76551,2,0,1,25.1,1498,98.6,5,7.25
2008,72672,1,0,1,19.81,1086,68.05,5,1.9
2015,45000,2,0,1,25.2,1248,74,5,3.55
2012,91696,2,1,1,11.4,2953,153.86,7,9.25
2009,66484,1,0,1,13.8,1299,70,5,1.65
2019,15456,2,1,1,20.68,1995,190,5,36.64
2011,55000,2,1,2,14.21,2143,203,5,16
2019,21112,3,0,1,15.1,1196,73,5,5.38
2014,61297,2,0,1,25.8,1498,98.6,5,4.35
2006,80000,1,0,2,17.3,993,60,5,1.2
2013,59000,1,0,2,18.5,1197,80,5,4.1
2009,150000,2,1,1,11,2993,235,5,18.75
2017,60083,2,0,1,19.67,1582,126.2,5,13.78
2016,85450,2,0,1,26.59,1248,74,5,4
2013,88000,2,0,1,22.9,1248,74,5,4.33
2015,81828,2,0,1,24,1186,73.97,5,5.43
2016,18000,1,0,1,18.16,1196,86.8,5,4.9
2017,15000,2,1,1,15.97,2993,258,5,70
2016,34000,2,1,1,11.78,2143,167.62,5,25.5
2015,46000,1,1,1,18.9,1197,82,5,5.1
2013,48158,2,0,1,22.32,1582,126.32,5,6.7
2013,93000,2,1,1,16.73,2993,218,5,26.5
2013,71007,2,0,1,23.08,1461,63.1,5,3.9
2010,63067,1,0,2,15.5,1586,103.3,5,2.7
2011,70259,2,0,1,21.12,1248,88.8,5,2.95
2015,13000,2,1,1,16.55,1968,140,5,23
2009,140000,2,0,2,17.8,1248,75,5,2.49
2015,130000,2,0,1,25.2,1248,74,5,4.5
2011,89401,2,0,1,21.43,1364,87.2,5,4.5
2015,67000,2,0,1,27.3,1498,98.6,5,6.9
2010,65329,1,1,1,7.94,4395,450,4,20.72
2010,72000,1,0,1,16.25,1198,73.9,5,2.21
2001,70000,1,0,3,15,1242,250,5,0.55
2011,82000,2,1,2,12.35,2179,187.74,5,13.9
2010,85000,1,0,1,15.3,1596,101,5,1.46
2012,83000,2,1,1,19.08,1582,126.32,5,6
2016,26000,1,0,1,21.7,999,67,5,3
2012,27000,2,0,1,22.3,1248,88.8,5,3.5
2018,37746,2,0,1,21.19,1396,88.73,5,7.59
2009,63274,1,0,2,15,1586,104.68,5,1.99
2016,25000,1,0,1,25.17,799,53.3,5,3.8
2013,197000,2,0,1,11.68,2498,112,7,4
2013,45010,1,0,2,21.1,814,55.2,5,2.95
2013,75348,2,0,1,25.8,1498,98.6,5,3.75
2010,90110,2,0,1,22.07,1199,73.9,5,2.5
2011,102013,1,0,1,17,1497,118,5,3.75
2015,36000,2,1,1,12.55,2982,168.5,7,22
2017,37578,1,0,1,18,1198,86.7,5,6.14
2015,46001,2,1,1,20.58,1995,143,5,16
2014,46559,1,1,1,23.1,998,67.04,5,3.75
2015,48000,2,0,1,12.99,2494,100.6,8,11.75
2013,46000,2,1,2,16.36,2179,187.7,5,24
2017,15000,1,0,1,17.5,1199,88.7,5,8.9
2012,85000,2,1,3,17.05,1995,184,5,10
2014,32000,1,1,1,14.3,1598,103.5,5,5.55
2012,60818,1,0,1,16.09,1598,103.5,5,3.59
2019,35188,2,0,1,22.77,1498,98.59,5,11.13
2012,110000,2,0,1,15.1,2179,140,7,7.2
2014,61000,2,0,1,18.6,1388,67,5,2.98
2010,75000,1,0,2,17.92,1086,62.1,5,1.7
2015,55000,2,1,1,12,2987,224,7,52
2003,69966,1,0,1,19.7,796,46.3,5,0.95
2016,42000,1,0,1,17.8,1497,117.3,5,9.25
2014,48000,2,1,1,13.01,2199,194.3,7,16.25
2015,35000,2,1,1,17.9,2143,136,5,20.99
2005,128000,2,0,2,12.8,2494,102,8,4.25
2008,78000,2,1,2,16.07,1995,181,5,7.2
2011,53080,1,0,1,18.6,1197,85.8,5,4.4
2011,66000,1,0,2,15.04,1598,103.6,5,4.25
2012,25000,1,0,1,16.02,1373,93.7,7,5.35
2016,36139,1,1,2,18.9,1197,82,5,6.3
2017,44000,2,0,1,19.67,1582,126.2,5,12.5
2008,50000,2,1,2,16.77,2967,241.38,5,7.5
2016,81177,2,0,1,16,1997,140,7,11.25
2016,26000,1,1,1,16.05,1499,110.4,5,7.65
2016,100000,2,0,1,24.4,1120,71,5,4.5
2014,75000,2,1,1,21.21,1498,103.2,5,7.5
2004,119859,1,1,1,13,2987,210,5,7.1
2010,55980,1,0,1,20.36,1197,78.9,5,2.25
2015,30000,2,1,1,17.11,1968,174.33,5,27
2012,49700,2,0,2,21.9,1396,88.76,5,4.18
2013,79000,2,0,1,23.5,1396,88.7,5,6.5
2010,65100,1,0,1,17,1497,118,5,3.15
2016,54161,2,0,1,25.47,1248,88.5,7,7.64
2011,28619,1,0,1,19.7,796,46.3,5,2.4
2016,9000,1,1,1,20.51,998,67,5,4.25
2016,42876,2,1,1,19.08,1582,126.2,5,9.31
2011,64000,1,0,1,19.7,796,46.3,5,2.39
2018,20488,1,0,2,16.09,1598,103.5,5,7.64
2016,21000,1,0,1,21.4,1197,83.1,5,6.21
2012,119203,2,1,1,15,2179,115,5,16.5
2011,55987,1,1,1,13.7,1997,153.86,5,8.22
2017,72668,2,0,1,14.24,2755,174.5,7,28.85
2015,32000,1,1,1,15.6,1497,116.3,5,8.5
2014,3000,1,1,2,12,5461,421,2,90
2015,10400,1,0,1,17.4,1497,117.3,5,6.51
2013,35000,2,0,1,22.9,1248,74,5,4.65
2013,55101,1,1,1,14.53,1794,138.1,5,8.4
2014,57464,2,0,1,23.59,1364,67.06,5,5.75
2006,110000,1,0,1,18.9,998,67.1,5,1.11
2014,72000,1,1,1,12,1991,184,5,17.25
2012,16000,2,1,1,16.36,2179,187.7,5,32
2011,62020,1,0,1,17,1197,80,5,3.45
2014,85000,2,1,2,12.39,2179,147.51,5,23
2018,14223,1,0,1,18.6,1197,81.86,5,7.32
2014,41210,1,0,1,18,1198,86.7,5,4.4
2015,20000,2,1,1,15,2987,165,5,47.35
2016,18043,1,0,1,22.74,796,47.3,5,4.12
2016,80000,2,1,1,11.36,2755,171.5,7,19.5
2016,21000,1,1,1,18.9,1197,82,5,6.2
2016,49000,2,1,1,16.55,2993,258,5,45
1998,104000,1,0,2,15,970,250,5,0.85
2010,95000,1,0,2,18.5,1197,80,5,2.8
2015,32000,1,1,1,18.9,1197,82,5,4.8
2014,122800,2,0,1,25.01,1498,89.75,5,5.65
2011,78000,2,0,2,15,2148,250,5,14.5
2015,69000,2,0,1,26.59,1248,74,5,5.9
2015,65000,2,0,2,23.59,1364,67.04,5,5
2015,23000,1,0,1,19.1,1197,82,5,4.9
2009,70000,1,0,1,13.5,1799,130,5,4.25
2014,250000,2,0,1,12.99,2494,100.6,8,10.9
2012,56000,1,0,1,13.2,1495,94,5,2.45
2013,30000,1,0,1,22.74,796,47.3,5,2.5
2010,35000,1,1,1,8.1,5461,387.3,2,29.5
2013,92250,2,0,2,22.7,1498,89.84,5,5.75
2018,40000,1,0,1,20.14,1197,81.86,5,5
2014,96848,1,1,1,14.3,1598,103.6,5,4.62
2016,42000,2,1,1,15.73,1968,174.33,5,23.5
2013,55886,2,0,1,16,2179,140,7,7.25
2019,12336,1,0,1,17,1591,121.3,5,11.88
2009,60000,1,0,3,13.9,1599,103.2,5,2.25
2003,83000,1,0,2,14.2,1597,92,5,0.85
2018,24000,1,0,1,19.69,1198,67.04,5,4
2016,32198,1,1,1,16.5,1198,86.8,5,5.1
2014,92247,2,0,1,12.99,2494,100.6,7,12.5
2011,121311,2,0,1,20.64,1498,108.5,5,2.9
2016,66296,2,0,1,16,2179,140,7,15.96
2015,41000,1,1,1,16.9,1197,82,5,5.45
2017,38681,2,0,1,13.5,2198,157.7,7,23.86
2008,43761,1,0,1,18,995,62,5,1.75
2017,17400,2,0,1,24.52,1248,88.5,7,9.75
2013,61510,2,0,1,25.8,1498,98.6,5,4.75
2014,60000,1,0,1,17.4,1497,117.3,5,6.25
2014,35165,2,1,2,23.8,1998,112,5,22
2016,41617,1,1,1,14.53,1794,138.1,5,14.14
2005,45000,1,0,1,17,1086,250,5,0.95
2014,65000,1,1,1,13.7,1798,157.75,5,11.95
2011,68000,1,0,1,18.9,998,67.1,5,2.5
2013,49000,1,0,1,19.81,1086,68.05,5,2.75
2019,16698,1,0,1,23.84,1199,84,5,5.85
2016,30965,1,0,1,21.4,1197,83.1,5,6.25
2014,56058,1,0,1,15.04,1598,103.2,5,4.95
2017,15356,1,0,1,18.9,1197,81.86,5,4.75
2013,54000,2,0,1,20,1399,68.05,5,2.55
2011,47000,1,1,2,13.9,1799,130.3,5,4.5
2015,21652,1,0,1,22.74,796,47.3,5,3.01
2016,52000,2,1,1,15.68,1999,177,5,42
2010,35010,2,1,1,12.4,2698,179.5,5,11.5
2006,76662,2,1,1,11,2987,198.5,5,10.99
2009,89000,1,1,1,17,1497,118,5,3.71
2006,80000,1,1,3,10.1,2354,152,5,2
2018,39023,2,0,1,28.09,1248,88.5,5,9.48
2004,62000,1,0,2,18.9,998,67.1,5,1.25
2015,78046,2,0,1,19.67,1582,126.2,5,10.9
2015,34400,2,0,1,28.09,1248,88.5,5,5.5
2016,64624,1,0,1,21.1,814,55.2,5,3.71
2014,69192,1,0,1,16.02,1373,93.7,7,6.25
2012,55000,2,0,1,20.54,1598,103.6,5,4.9
2005,81000,1,0,2,12.8,1493,100,5,1.1
2016,36733,1,0,1,16.47,1198,73.9,5,4.72
2017,24310,3,0,1,33.44,796,40.3,4,3.7
2016,43022,2,1,1,17.9,2143,136,5,24.85
2013,74000,2,0,1,14.66,2199,194.3,7,12.25
2014,47000,2,0,1,22.9,1248,74,5,3.9
2017,37460,1,0,1,18.6,1197,81.86,5,6.28
2011,130000,2,0,1,14,2498,112,8,2.75
2017,31576,1,0,1,18.9,1197,82,5,7.85
2011,66000,1,0,1,15.04,1598,103.6,5,2.95
2008,79000,1,1,2,11.7,2354,177.6,5,4.85
2011,47140,2,1,2,13.5,2925,281.61,5,30
2016,36610,2,1,1,15,2143,107.3,5,19.9
2016,93000,2,0,1,20.5,1582,126.2,5,10.8
2007,52195,1,0,1,19.7,796,46.3,5,1.75
2016,20003,2,1,1,20.38,1968,143,5,19.25
2013,66314,2,0,1,19.87,1461,83.8,5,5.5
2009,76000,2,0,1,17.8,1399,68,5,2.75
2015,29000,2,0,1,19.67,1582,126.2,5,13
2011,30000,2,0,1,20,1399,68,5,3.2
2013,56526,1,0,1,15.26,1598,103.5,5,5.84
2015,38000,2,1,2,16.8,1969,150,5,24
2012,41000,2,1,1,19.08,1582,126.32,5,6.25
2009,53000,2,1,1,14.49,2993,258,5,36
2003,125000,2,0,3,14.8,1998,68,5,3
2010,242000,2,0,1,11.5,2982,171,7,11
2015,90000,2,0,1,26.21,1248,88.5,5,6.5
2018,11000,2,0,1,24.3,1248,88.5,5,9.4
2018,21936,2,1,1,21.76,1995,190,5,37.92
2013,41000,1,1,1,14.4,1598,103.6,5,5.25
2011,47000,1,0,1,17,1197,80,5,4.5
2009,110000,2,1,1,11,2993,235,5,18
2015,45960,1,0,1,19.1,1197,82,5,5.56
2013,48000,2,1,1,14.21,2143,203,5,22
2011,68000,2,1,1,12.39,2179,147.51,5,22
2011,41000,1,0,1,20.36,1197,78.9,5,2.65
2013,69573,2,0,2,22.32,1582,126.32,5,5.85
2017,44504,2,0,1,23.4,1248,74,5,5.6
2012,66000,2,1,1,15,2987,165,5,23
2015,39437,2,0,1,28.4,1248,74,5,5.15
2017,36931,2,1,1,19.08,1582,126.2,5,9.48
2016,17800,1,1,2,21.9,624,37.48,4,2.38
2009,71346,1,0,1,17.5,1298,85.8,5,3.8
2015,45000,1,0,2,18.6,1197,81.83,5,5.5
2010,85155,1,0,1,17,1197,80,5,3.55
2009,63000,1,0,2,18.2,998,67.1,5,1.25
2014,36967,1,0,1,20.92,998,67.1,5,3.64
2016,73053,2,0,1,13,2982,168.5,7,20
2019,16392,2,0,1,16.55,2498,105,6,10.36
2007,79000,1,0,1,17,1086,250,5,1.85
2013,67000,1,0,2,16.78,1496,88.73,5,4.05
2015,48600,2,1,1,12,2987,224,7,48.5
2014,70000,2,0,1,19.6,1461,108.45,5,8.25
2014,84000,2,0,1,22.9,1248,74,5,5.25
2013,49106,1,0,1,15.04,1598,103.2,5,4.4
2017,35000,2,1,1,18.19,1968,174.5,5,25.75
2014,51240,2,1,1,8.2,2993,245,4,29.52
2011,37000,1,0,2,18.9,998,67.1,5,2.1
2017,32587,1,0,1,25.17,799,53.3,5,3.71
2009,180000,2,0,1,10.9,2499,143,7,7.5
2017,21248,2,0,1,24.3,1248,88.5,5,9.44
2006,47200,1,0,2,17,1086,250,5,1.2
2014,40000,1,1,1,10.5,1796,157.7,5,24
2019,4000,2,1,1,15,1950,194,5,35
2017,23700,3,0,1,17.5,1373,80.46,7,8.25
2011,57000,2,1,2,16.55,1968,147.51,5,9.75
2014,37000,1,0,1,18.9,1197,82,5,3.45
2014,70000,2,0,2,13.5,2477,175.56,7,11.85
2012,92469,2,1,2,19.71,2143,201.15,5,16.14
2015,55000,3,0,1,26.6,998,58.16,5,3.7
2017,20000,1,1,1,24.07,998,67.1,5,4
2015,42000,1,0,2,18.6,1197,81.83,5,5.8
2014,28000,2,0,1,23.4,1248,74,5,4.65
2010,93000,1,1,2,11.8,3498,272,7,15
2015,23000,1,1,1,15.63,1499,110.4,5,6.8
2016,36000,2,0,1,25.1,1498,98.6,5,10.25
2014,52000,1,0,1,20.92,998,67.1,5,2.7
2015,59245,2,0,1,20.77,1248,88.8,7,8.5
2018,31000,2,0,1,22.54,1396,88.73,5,7.75
2015,83000,1,0,1,15.64,1193,64.08,5,2.7
2004,81500,1,0,2,19.7,796,46.3,5,1.3
2008,51000,1,0,2,19.5,1061,250,5,1.75
2018,9900,1,0,1,15.8,1591,121.3,5,13.2
2004,94000,1,0,2,18.9,998,67.1,5,1
2017,27100,1,0,1,16.78,1496,88.73,5,6.37
2015,12000,1,0,1,16.78,1496,88.73,5,4.5
2013,29000,2,0,1,19.01,1461,108.45,5,6.5
2013,65000,2,0,2,19.3,1248,73.9,5,4.99
2017,50794,2,1,1,17.9,2143,170,5,43.3
2014,59000,2,0,1,22.7,1498,89.84,5,6.5
2012,72000,3,0,1,26.2,998,58.2,5,2.25
2017,15234,1,1,1,19.12,1373,91.1,5,9.95
2015,44000,2,0,1,22.7,1498,89.84,5,7.35
2016,125000,2,0,1,22.95,1248,74,5,4.6
2011,100000,2,1,1,11.4,2953,153.86,7,8.5
2017,34686,2,1,1,19.6,1461,108.45,5,11.86
2011,98000,2,0,1,14.42,1995,147.6,5,8
2015,90000,2,1,1,12.55,2982,168.5,7,21.5
2007,81000,1,0,1,15.26,1150,74.9,5,1.3
2012,55000,2,0,1,20.5,1598,103.5,5,5.9
2013,52910,2,0,2,15.1,2179,140,7,9.5
2010,100000,2,0,1,19.3,1248,73.9,5,4.5
2003,132000,2,0,1,18.7,1896,66,5,2.25
2014,18000,1,0,1,13.7,1399,98.82,7,3.35
2005,50000,1,0,1,13.2,1495,94,5,0.7
2012,33000,1,1,1,14.74,1991,184,5,16
2014,30000,2,0,1,20.45,1461,83.8,5,8
2015,8000,1,1,1,12.5,5000,488.1,2,100
2012,58646,2,0,1,22.32,1582,126.32,5,4.74
2016,21000,2,1,1,13,2143,204,5,36
2015,57026,1,0,1,15.04,1598,103.6,5,5.54
2017,42000,2,1,1,18.19,1968,174.5,5,22.99
2017,26741,2,0,1,15.4,1997,120,7,10.08
2010,85000,1,0,1,17.5,1798,250,5,2.85
2000,78000,1,0,1,16.1,796,37,4,0.55
2018,29091,2,1,1,13.22,2967,241.4,5,45.52
2018,37323,2,0,2,17.45,1493,100,7,7.29
2011,55595,2,0,2,20.54,1598,103.6,5,4.3
2015,49900,1,0,1,20.85,1197,83.14,5,4.8
2012,52500,1,0,2,16.02,1373,93.7,7,5.25
2016,5700,1,0,1,24.7,796,47.3,5,2.8
2014,53340,2,0,1,21.9,1396,88.76,5,4.35
2014,57000,2,0,1,22.7,1498,89.84,5,5.49
2015,59525,3,0,2,32.26,998,58.2,4,3.1
2014,58000,2,0,1,20.34,1498,103.2,5,6.5
2011,73000,2,0,1,12.05,2179,120,8,6.4
2016,33554,2,0,1,25.83,1498,99,5,6.22
2012,106000,2,0,1,12.99,2494,100,8,8.4
2018,27000,2,0,1,28.4,1248,73.75,5,5.9
2018,1000,1,0,1,25.17,799,53.3,5,3.4
2011,119000,2,0,3,13.1,2499,141,7,6.5
2002,75000,2,0,1,15,2112,250,6,1.7
2015,64000,1,0,1,18.88,999,123.24,5,6
2016,63738,2,0,1,19.67,1582,126.2,5,11.9
2016,16000,2,1,1,14.69,2993,258,5,48
2017,28000,1,1,1,18.69,1462,103,7,8
2007,91000,2,1,2,15.6,1896,106,5,2.45
2013,25000,1,0,1,18.6,1199,79.4,5,1.75
2014,65630,2,1,1,15.73,1968,174.33,5,21.75
2014,48094,1,0,1,17,1497,118,5,7.25
2009,90456,1,0,2,16.1,1298,88.2,5,3
2012,140000,2,0,1,20,1399,68,5,2.51
2015,95000,2,1,1,12.55,2982,168.5,7,19.6
2013,79000,2,0,2,15.8,2148,170,5,15.5
2012,96000,2,0,1,12.99,2494,100,7,11.5
2004,186679,1,0,2,13,1493,100,5,1.76
2015,91000,2,0,1,25.8,1498,98.6,5,4.68
2010,109703,1,1,2,14.28,1798,138.03,5,4
2012,110000,2,0,1,22.3,1248,74,5,2.8
2012,35000,2,0,1,16,2179,140,7,8.25
2010,47722,2,0,1,21.1,1248,73.9,5,1.7
2013,25000,1,1,1,14.74,1991,181.04,5,14.85
2018,8000,1,1,1,17,1591,121.3,5,12.85
2012,65000,2,1,1,14.94,2143,204,5,16
2018,1048,1,0,1,18.9,998,67.1,5,4.7
2014,42000,1,0,2,16.02,1373,93.7,7,5.94
2013,55000,2,0,1,20.5,1598,103.5,5,8
2010,72000,2,0,1,12.8,2494,102,8,5.45
2018,17773,1,1,1,13.7,1991,183,5,26.76
2013,65000,2,0,2,20.14,1498,88,5,3.5
2008,65000,1,0,2,15,1086,62,5,1.39
2013,53280,2,0,1,22.32,1582,126.3,5,4.7
2016,34005,1,0,1,17,1198,73.75,5,5.75
2017,14618,1,0,1,18.6,1197,81.83,5,8.11
2006,65771,1,0,2,17.3,1061,64,5,0.75
2006,78000,1,0,2,13.5,1405,60,5,1
2016,105545,2,0,1,14,2498,112,7,5.3
2017,25000,2,0,1,12.4,2499,134,5,8
2010,80561,1,0,1,18.5,1197,80,5,2.74
2017,6000,1,0,1,21.4,1197,83.1,5,7.5
2016,39000,2,1,1,17.6,2179,153.86,7,13.5
2011,55001,1,0,1,16.47,1198,73.9,5,2.2
2012,63720,1,1,1,11.74,1796,186,5,13.25
2013,70000,2,0,1,23.59,1364,250,5,3.88
2005,100000,1,0,2,15.3,1341,83,5,0.85
2017,15386,1,0,1,23.84,1199,84,5,5.11
2013,102486,2,0,1,19.87,1461,83.8,5,4.25
2013,58629,2,1,2,18.25,1968,187.74,5,16.52
2008,86000,2,0,3,13.93,2179,138,7,0.6
2012,68238,2,0,1,22.9,1248,74,5,4.8
2011,42036,1,1,1,13.7,1798,157.75,5,6.25
2014,55619,1,0,1,16.3,1797,147.5,5,8.3
2009,60000,1,0,3,17,1497,118,5,3.25
2015,30000,2,0,1,19.87,1461,83.8,5,7.75
2016,31150,2,1,1,16.36,2179,187.7,5,30.54
2010,70000,3,0,1,26.2,998,58.2,5,2.27
2010,70290,1,0,2,17.24,1198,73.9,5,2.96
2016,10000,1,0,1,17.57,1193,88.7,5,4
2014,68010,1,0,2,18.5,1197,82.85,5,5.25
2013,91903,2,1,1,17.68,1968,174.33,5,17.56
2011,38000,1,0,1,16.09,1598,103.5,5,3.25
2015,67600,1,0,1,23.1,998,67.04,5,4
2007,66800,1,0,1,15.3,1341,83,5,2.2
2016,37208,2,0,1,24.3,1248,88.5,5,7.43
2009,102002,2,1,1,8.7,2987,224.34,5,10.75
2011,68000,2,0,1,19.3,1248,73.9,5,2.75
2013,40000,2,1,2,17.85,2967,300,4,45
2015,33500,1,1,1,19.16,2494,158.2,5,19.75
2013,33746,1,0,1,18.5,1198,86.8,5,3.2
2009,53000,1,1,1,15,3597,262.6,5,4.75
2011,45004,2,0,1,12.8,2494,102,7,9.48
2015,70602,2,0,1,25.8,1498,98.6,5,4.83
